전출행정기관명_현재,강원특별자치도,강원특별자치도 강릉시,강원특별자치도 고성군,강원특별자치도 동해시,강원특별자치도 삼척시,강원특별자치도 속초시,강원특별자치도 양구군,강원특별자치도 양양군,강원특별자치도 영월군,강원특별자치도 원주시,강원특별자치도 인제군,강원특별자치도 정선군,강원특별자치도 철원군,강원특별자치도 춘천시,강원특별자치도 태백시,강원특별자치도 평창군,강원특별자치도 홍천군,강원특별자치도 화천군,강원특별자치도 횡성군,경기도,경기도 가평군,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 광명시,경기도 광주시,경기도 구리시,경기도 군포시,경기도 김포시,경기도 남양주시,경기도 동두천시,경기도 부천시,경기도 성남시 분당구,경기도 성남시 수정구,경기도 성남시 중원구,경기도 수원시 권선구,경기도 수원시 영통구,경기도 수원시 장안구,경기도 수원시 팔달구,경기도 시흥시,경기도 안산시 단원구,경기도 안산시 상록구,경기도 안성시,경기도 안양시 동안구,경기도 안양시 만안구,경기도 양주시,경기도 양평군,경기도 여주시,경기도 연천군,경기도 오산시,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 용인시 처인구,경기도 의왕시,경기도 의정부시,경기도 이천시,경기도 파주시,경기도 평택시,경기도 포천시,경기도 하남시,경기도 화성시,경상남도,경상남도 거제시,경상남도 거창군,경상남도 고성군,경상남도 김해시,경상남도 남해군,경상남도 밀양시,경상남도 사천시,경상남도 산청군,경상남도 양산시,경상남도 의령군,경상남도 진주시,경상남도 창녕군,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 성산구,경상남도 창원시 의창구,경상남도 창원시 진해구,경상남도 통영시,경상남도 하동군,경상남도 함안군,경상남도 함양군,경상남도 합천군,경상북도,경상북도 경산시,경상북도 경주시,경상북도 고령군,경상북도 구미시,경상북도 군위군,경상북도 김천시,경상북도 문경시,경상북도 봉화군,경상북도 상주시,경상북도 성주군,경상북도 안동시,경상북도 영덕군,경상북도 영양군,경상북도 영주시,경상북도 영천시,경상북도 예천군,경상북도 울릉군,경상북도 울진군,경상북도 의성군,경상북도 청도군,경상북도 청송군,경상북도 칠곡군,경상북도 포항시 남구,경상북도 포항시 북구,광주광역시,광주광역시 광산구,광주광역시 남구,광주광역시 동구,광주광역시 북구,광주광역시 서구,대구광역시,대구광역시 남구,대구광역시 달서구,대구광역시 달성군,대구광역시 동구,대구광역시 북구,대구광역시 서구,대구광역시 수성구,대구광역시 중구,대전광역시,대전광역시 대덕구,대전광역시 동구,대전광역시 서구,대전광역시 유성구,대전광역시 중구,부산광역시,부산광역시 강서구,부산광역시 금정구,부산광역시 기장군,부산광역시 남구,부산광역시 동구,부산광역시 동래구,부산광역시 부산진구,부산광역시 북구,부산광역시 사상구,부산광역시 사하구,부산광역시 서구,부산광역시 수영구,부산광역시 연제구,부산광역시 영도구,부산광역시 중구,부산광역시 해운대구,서울특별시,서울특별시 강남구,서울특별시 강동구,서울특별시 강북구,서울특별시 강서구,서울특별시 관악구,서울특별시 광진구,서울특별시 구로구,서울특별시 금천구,서울특별시 노원구,서울특별시 도봉구,서울특별시 동대문구,서울특별시 동작구,서울특별시 마포구,서울특별시 서대문구,서울특별시 서초구,서울특별시 성동구,서울특별시 성북구,서울특별시 송파구,서울특별시 양천구,서울특별시 영등포구,서울특별시 용산구,서울특별시 은평구,서울특별시 종로구,서울특별시 중구,서울특별시 중랑구,세종특별자치시,울산광역시,울산광역시 남구,울산광역시 동구,울산광역시 북구,울산광역시 울주군,울산광역시 중구,인천광역시,인천광역시 강화군,인천광역시 계양구,인천광역시 남동구,인천광역시 동구,인천광역시 미추홀구,인천광역시 부평구,인천광역시 서구,인천광역시 연수구,인천광역시 옹진군,인천광역시 중구,전라남도,전라남도 강진군,전라남도 고흥군,전라남도 곡성군,전라남도 광양시,전라남도 구례군,전라남도 나주시,전라남도 담양군,전라남도 목포시,전라남도 무안군,전라남도 보성군,전라남도 순천시,전라남도 신안군,전라남도 여수시,전라남도 영광군,전라남도 영암군,전라남도 완도군,전라남도 장성군,전라남도 장흥군,전라남도 진도군,전라남도 함평군,전라남도 해남군,전라남도 화순군,전라북도,전라북도 고창군,전라북도 군산시,전라북도 김제시,전라북도 남원시,전라북도 무주군,전라북도 부안군,전라북도 순창군,전라북도 완주군,전라북도 익산시,전라북도 임실군,전라북도 장수군,전라북도 전주시 덕진구,전라북도 전주시 완산구,전라북도 정읍시,전라북도 진안군,제주특별자치도,제주특별자치도 서귀포시,제주특별자치도 제주시,충청남도,충청남도 계룡시,충청남도 공주시,충청남도 금산군,충청남도 논산시,충청남도 당진시,충청남도 보령시,충청남도 부여군,충청남도 서산시,충청남도 서천군,충청남도 아산시,충청남도 예산군,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 청양군,충청남도 태안군,충청남도 홍성군,충청북도,충청북도 괴산군,충청북도 단양군,충청북도 보은군,충청북도 영동군,충청북도 옥천군,충청북도 음성군,충청북도 제천시,충청북도 증평군,충청북도 진천군,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 청원구,충청북도 청주시 흥덕구,충청북도 충주시
강원특별자치도 인제군,0,2,4,0,0,10,1,1,0,10,49,0,0,21,0,0,8,3,0,0,1,3,2,0,0,0,1,1,0,2,3,0,2,0,0,0,0,3,1,1,3,0,0,1,0,1,3,5,0,3,0,0,2,1,1,1,2,7,0,2,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,3,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,1,1,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,5,1,1,0,3,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,5,0,0,0,2,0,0,0,0,3,0,0,0,1,0,1
강원특별자치도 정선군,0,10,0,9,2,1,0,0,3,16,0,42,1,5,7,2,2,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,3,0,0,1,1,1,2,1,1,2,1,0,0,0,1,1,0,0,2,0,0,2,1,1,0,3,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,2,1,0,0,1,1,2,2,2,1,1,1,1,4,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,8,2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
강원특별자치도 철원군,0,0,6,0,0,4,1,1,0,4,8,0,58,13,1,0,1,3,0,0,1,8,2,1,0,4,1,2,0,1,3,0,0,0,5,1,0,1,0,0,0,0,3,1,0,1,18,1,0,8,0,1,2,5,0,12,2,6,5,17,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,2,0,0,1,0,5,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,4,2,7,0,0,0,2,1,2,0,1,1,1,0,2,3,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,2,0,0,1,0,2,1,1,0,2,0,0,0,0,0,0,0,1,0
강원특별자치도 춘천시,0,35,6,11,10,13,17,6,9,44,11,1,1,1508,3,5,33,34,7,0,15,5,2,3,2,6,7,7,6,12,31,3,6,14,5,3,11,12,5,3,7,3,4,6,5,8,22,7,6,1,8,4,4,17,3,16,14,9,19,4,12,20,0,0,0,0,1,0,0,0,0,3,0,2,0,0,1,0,1,1,0,0,1,0,0,0,1,3,0,1,0,0,2,0,1,0,1,0,1,5,0,0,1,0,0,0,0,0,5,1,0,4,1,0,0,1,0,2,3,1,2,5,1,1,0,0,3,3,5,2,5,0,0,1,3,5,0,4,1,0,1,0,0,1,0,0,0,3,0,16,9,8,5,19,16,5,5,4,4,17,12,8,8,12,12,12,18,6,13,6,12,3,2,17,0,0,1,3,0,1,0,0,1,1,4,1,9,7,11,5,0,5,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0,5,0,1,0,0,1,0,0,2,2,4,0,0,1,1,3,0,0,2,2,1,0,0,4,3,0,6,0,0,3,2,1,2,3,0,2,0,1,4,0,3,1,0,0,2,0,0,0,1,4,0,0,0,4,2,1,8
강원특별자치도 태백시,0,3,2,9,14,0,0,0,2,9,0,13,0,4,130,1,0,0,0,0,0,1,0,2,1,0,0,0,0,3,1,0,0,0,1,0,1,2,0,0,1,0,5,0,1,0,0,2,0,0,1,1,0,0,1,9,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,4,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,1,0,2,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,1
강원특별자치도 평창군,0,8,0,1,0,1,0,0,5,27,0,2,0,9,1,50,1,0,9,0,1,0,1,1,0,0,1,1,1,0,3,1,2,2,1,0,4,2,0,2,3,1,0,0,0,2,1,0,0,0,1,0,4,1,1,1,1,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1,5,0,1,1,0,0,3,1,0,1,0,0,1,2,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,3,0,1,2,0,0,0,4
강원특별자치도 홍천군,0,5,1,2,1,3,1,1,0,14,12,1,1,58,2,0,66,3,15,0,1,8,0,1,2,4,2,2,2,2,6,0,1,1,1,1,0,2,2,3,3,0,4,0,2,1,1,5,2,0,2,1,2,6,0,1,4,7,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,2,9,2,0,1,1,5,2,0,1,4,3,1,1,4,0,1,1,3,2,0,3,0,0,1,0,0,0,0,0,1,6,3,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,3,0,0,0,1,0,2,0
강원특별자치도 화천군,0,1,0,0,1,0,0,0,0,0,0,1,0,54,0,0,0,30,0,0,1,1,0,0,0,0,3,1,0,0,2,0,4,0,2,2,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,0,1,0,0,3,1,2,11,4,1,2,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,1,1,1,1,0,1,0,0,2,0,0,2,1,0,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
강원특별자치도 횡성군,0,5,1,0,0,0,0,0,0,69,1,0,1,7,0,1,2,0,29,0,0,1,1,0,0,0,0,0,1,1,9,0,4,2,0,0,3,2,0,0,0,1,0,2,3,0,1,0,3,0,0,5,2,3,3,2,2,0,2,1,1,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,5,1,0,2,1,0,1,0,0,1,1,5,3,2,1,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,4,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,1
경기도,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,639,0,0,0,0,0,0,0,0,901,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,331,0,0,0,0,0,4953,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도 가평군,0,1,0,0,2,3,0,0,0,4,1,1,6,30,0,0,2,0,0,0,42,4,1,0,1,1,3,7,1,5,39,4,1,9,0,0,2,0,0,2,3,2,1,5,0,1,17,8,2,0,3,5,2,5,1,22,1,4,2,7,6,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,3,3,2,3,5,6,4,1,9,1,8,2,2,6,3,4,2,4,3,4,4,3,0,4,3,0,0,0,0,1,1,0,0,0,1,1,0,0,4,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
경기도 고양시 덕양구,0,2,3,1,2,7,1,0,2,12,2,0,8,17,1,0,3,5,0,0,2,1495,234,181,11,14,7,7,9,78,34,5,25,21,16,7,14,9,7,7,23,7,8,12,17,8,121,12,7,6,4,24,30,13,10,80,9,229,27,7,14,42,0,3,2,0,6,1,0,0,0,2,0,7,0,2,1,0,1,0,1,0,0,0,0,0,4,3,0,2,0,0,4,1,1,0,1,0,0,0,0,3,0,0,1,1,0,0,3,3,0,0,0,1,5,7,0,1,6,2,9,3,0,2,1,0,1,6,9,15,5,0,5,1,2,3,0,0,1,0,0,2,0,0,1,0,0,8,0,23,26,15,53,38,21,27,16,21,20,28,26,73,72,21,25,34,29,41,36,28,209,25,26,22,0,0,1,2,2,4,0,0,4,15,6,1,8,28,42,25,4,17,0,2,1,0,0,0,4,0,4,0,1,3,1,4,0,0,1,3,0,0,0,0,0,0,1,2,2,0,1,0,0,3,2,1,0,3,4,3,1,0,10,15,0,5,1,0,3,2,5,0,9,0,13,1,5,8,0,7,5,0,2,0,1,0,0,4,3,1,3,4,4,3,7,6
경기도 고양시 일산동구,0,3,2,1,1,5,0,4,1,7,1,0,2,7,1,1,0,1,2,0,1,261,545,348,4,1,7,9,5,88,13,11,22,14,4,1,7,7,7,3,20,9,3,3,13,5,24,3,7,2,5,7,16,11,2,21,14,181,15,4,12,21,0,0,1,3,1,1,2,1,0,4,0,3,0,1,1,1,1,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,4,1,0,0,4,0,1,0,0,1,0,0,0,6,3,0,4,1,2,3,2,0,0,0,0,5,1,0,3,0,0,2,3,4,7,1,0,0,1,0,2,0,2,2,0,1,2,1,5,0,0,0,4,0,23,15,8,38,22,9,15,5,20,6,14,25,38,25,22,12,6,35,17,22,17,61,8,10,19,0,0,5,1,1,1,1,0,5,7,10,0,10,13,26,10,0,11,0,0,2,0,1,0,1,0,6,1,0,1,0,1,0,1,3,0,0,1,0,5,0,0,0,3,1,1,0,3,1,2,3,1,0,0,0,0,0,0,11,12,0,0,2,0,0,0,4,0,2,0,16,2,1,12,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4
경기도 고양시 일산서구,0,4,1,0,0,5,1,1,0,6,0,0,1,3,0,0,2,0,1,0,2,190,340,641,2,6,8,7,3,54,33,2,26,10,4,3,17,10,1,8,20,4,12,3,5,3,20,3,4,5,2,13,7,5,0,20,13,255,4,7,10,10,0,2,1,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,1,0,4,0,1,0,0,1,1,0,1,0,0,0,0,1,3,1,1,1,0,2,2,0,6,1,0,1,1,0,0,1,1,8,1,0,2,0,0,0,3,6,6,1,0,1,1,3,0,0,9,0,0,3,0,0,5,0,0,0,4,0,32,15,5,29,27,10,15,6,6,5,10,25,39,30,24,9,25,22,21,23,21,26,5,6,8,0,0,2,1,2,1,2,0,1,4,6,1,7,11,28,8,1,15,0,1,2,0,1,0,1,0,1,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,2,3,1,0,2,2,3,0,0,4,8,0,0,2,0,0,5,3,1,1,0,10,0,7,6,0,0,0,0,1,0,0,1,1,1,2,0,0,0,1,2,1,1
경기도 과천시,0,1,0,0,0,1,1,0,0,4,0,0,1,1,0,0,2,0,1,0,1,3,0,1,555,3,5,0,12,7,6,1,6,18,4,3,11,4,4,12,2,2,3,3,51,8,7,2,0,2,5,14,11,2,30,10,6,0,3,1,4,17,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,59,7,1,6,8,6,2,3,5,0,1,14,10,9,90,6,1,13,16,7,13,6,5,2,1,0,0,2,0,0,0,0,0,1,0,2,0,4,2,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,6,0,0,1,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,3
경기도 광명시,0,5,0,0,0,5,0,0,0,2,1,2,3,7,0,0,1,5,1,0,3,21,11,6,21,1190,5,2,40,24,12,5,193,17,11,12,20,11,15,16,166,22,29,6,46,67,20,5,4,3,11,10,16,9,12,15,4,3,26,1,13,43,0,1,0,0,2,0,0,2,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,3,2,0,5,4,0,0,2,0,0,1,1,4,0,0,0,1,10,3,1,0,3,1,0,1,0,0,3,4,1,1,0,2,0,0,0,2,0,31,17,4,51,54,13,284,106,8,7,11,33,16,7,22,4,13,17,57,49,5,10,6,4,8,0,0,1,0,0,0,2,0,1,22,16,0,17,43,24,20,2,10,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,3,3,2,2,1,2,2,0,6,0,0,2,0,2,0,0,4,8,0,0,1,0,0,6,0,0,10,0,5,1,6,10,2,0,7,0,0,1,0,1,0,0,0,0,1,1,2,1,4,2
경기도 광주시,0,7,9,1,0,1,1,2,0,15,3,0,0,11,3,2,0,2,2,0,3,17,5,9,1,4,1667,6,8,21,43,1,14,152,107,119,23,23,14,22,20,7,6,19,7,11,23,25,52,4,16,76,74,97,3,31,65,14,23,5,64,44,0,8,0,0,4,0,0,2,1,2,0,1,1,2,2,2,0,0,1,0,2,0,0,0,3,2,1,5,0,1,0,1,0,0,3,0,0,1,1,2,0,2,0,0,0,2,3,0,0,2,2,0,5,2,0,1,2,4,4,4,1,0,0,0,2,2,8,8,3,0,4,2,2,2,0,2,2,0,2,1,0,1,0,1,0,2,0,21,33,8,21,37,23,9,13,4,8,14,16,13,9,18,6,5,50,9,13,3,6,2,2,11,0,0,3,1,1,0,0,0,0,6,16,4,6,12,21,16,2,4,0,0,3,0,7,2,2,0,4,0,0,0,2,2,0,0,1,1,1,0,0,1,0,0,0,7,2,2,0,0,0,3,4,0,1,11,5,0,1,0,3,6,0,1,1,1,0,11,3,2,6,2,20,0,6,12,0,3,0,0,1,1,0,0,0,8,6,1,3,2,4,5,8,3
경기도 구리시,0,3,0,0,3,1,0,0,0,10,0,1,2,12,0,1,1,0,3,0,6,12,0,2,1,0,16,435,7,6,288,2,9,10,2,8,5,4,1,3,4,6,6,2,1,5,36,12,5,1,3,7,4,11,2,81,10,7,5,7,33,15,0,0,0,1,1,0,0,2,1,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,3,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,0,2,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,12,41,8,14,11,36,7,2,18,12,15,8,9,2,10,12,16,36,4,7,11,9,0,1,63,0,0,0,0,1,1,0,0,0,0,1,0,7,4,5,3,0,1,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,3,0,1,1,0,0,4,4,0,0,1,1,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,6,0,2,3,0,0,0,0,2,1,1,0,0,3,2,0,1,0,0,0,2,1
경기도 군포시,0,4,2,2,1,3,0,0,1,12,0,0,0,1,0,3,0,0,2,0,0,11,3,9,65,17,11,8,665,16,13,0,7,16,8,7,62,20,28,17,60,22,43,1,137,75,23,4,10,2,15,30,10,25,43,11,23,6,41,1,2,108,0,1,0,0,4,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1,0,1,0,2,0,2,1,2,2,0,0,0,0,1,0,0,1,1,0,0,3,0,3,1,0,0,1,0,3,0,0,1,0,4,3,1,0,2,2,1,0,3,0,20,10,10,9,19,8,12,18,11,6,6,20,7,15,15,7,8,8,2,18,8,8,4,8,5,0,0,0,1,2,1,0,0,3,5,6,1,6,9,16,25,1,8,0,0,0,0,0,1,3,0,2,0,2,3,1,4,1,0,0,0,1,0,1,0,0,0,0,3,1,3,3,2,1,0,0,0,1,1,4,0,0,0,3,10,0,3,2,0,2,9,0,1,4,3,7,1,4,6,2,5,1,0,1,3,0,0,4,1,5,0,2,2,3,4,9,2
경기도 김포시,0,6,2,3,3,4,0,0,2,16,3,0,0,3,3,1,2,1,2,0,2,55,65,56,11,16,21,7,7,1798,21,1,71,22,3,8,19,18,2,12,34,9,13,10,18,6,58,7,11,2,7,23,18,21,6,42,10,38,18,5,25,72,0,5,0,0,3,0,0,0,0,3,0,2,0,1,1,0,3,2,2,0,1,0,0,0,2,6,0,5,0,1,3,4,0,1,4,0,1,2,1,0,0,0,0,1,2,2,9,5,0,6,1,6,4,5,0,1,7,5,3,2,2,6,1,0,0,2,7,3,1,0,2,0,4,4,2,0,1,1,1,5,5,1,3,0,0,7,0,31,12,6,116,35,4,26,17,10,12,11,33,29,29,33,13,19,20,70,45,14,35,5,5,8,0,0,3,3,2,2,1,0,45,32,25,6,20,63,343,38,9,42,0,0,1,0,2,1,2,2,6,3,2,2,0,3,0,2,0,3,0,0,0,3,0,0,4,1,2,2,0,0,1,0,7,1,0,5,3,3,0,0,9,14,0,2,2,0,0,5,5,1,9,2,8,12,11,18,0,4,2,0,2,5,0,0,0,3,3,4,5,3,6,2,5,7
경기도 남양주시,0,14,9,8,3,11,0,6,3,17,6,2,2,51,1,5,15,4,4,0,49,47,25,11,11,13,45,198,7,46,1791,12,34,16,40,9,15,20,13,7,30,11,16,12,26,10,244,70,24,9,9,19,17,26,2,508,25,35,49,66,107,64,0,5,0,0,9,0,3,1,1,4,1,6,0,0,1,0,4,3,4,0,1,0,0,0,2,7,1,4,0,5,1,1,2,0,0,0,0,2,0,9,1,0,2,0,0,1,1,8,0,8,0,3,6,1,0,0,4,3,5,4,0,3,0,0,0,4,9,7,2,0,2,1,0,2,1,2,0,4,1,1,0,0,0,3,0,8,0,48,83,51,44,47,59,21,18,123,53,89,24,39,14,37,37,53,104,12,24,14,21,10,14,161,0,0,3,1,4,2,2,0,4,4,23,3,13,17,42,13,1,21,0,0,1,3,2,0,10,1,1,1,1,5,0,7,0,0,0,1,1,2,0,6,0,0,1,8,1,0,0,2,0,5,3,2,1,3,4,1,0,0,4,14,0,1,1,4,1,16,7,1,15,1,11,2,5,22,3,6,7,0,4,0,0,0,1,6,3,4,5,5,1,6,9,6
